drive_file_id,title,herb_ko,herb_hanja,latin_drug_name,category,subcategory,source_book,source_volume,printed_page_start,printed_page_end,pdf_page_start,pdf_page_end,status,ocr_uncertain,safety_flags,last_reviewed,file_size_bytes,created_time,modified_time,has_frontmatter,schema_variant,wikilinks,notes
17dU8pASpYXVaKKVjezjUtwFMo0vzJuaU,반모 斑蜜,반모,斑蜜,Mylabris,외용약,외용약,운곡본초학,하,1455,1457,706,709,SOURCE_INGESTED,true,"[""CANTHARIDIN"", ""HIGH_RISK""]",2026-09-10,10143,2026-09-09T22:28:00.046Z,2026-09-09T22:28:00.046Z,TRUE,V2,핵심주의_INDEX;외용약,"SNIPPET_TRUNCATED: body text cut (9475 of 10143 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1zOV21vmSdKXtE0JFJ_-cZZ5xJOnJ0TZU,반하 半夏,반하,半夏,Pinelliae Tuber,화담지해평천약/온화한담약,,운곡본초학,하,1019,1023,,,PARTIAL,,,2026-09-10,1444,2026-09-09T21:06:00.961Z,2026-09-09T21:06:00.961Z,TRUE,V2,,
1holieORQlrpLT0UKo5HLf2hVbRkdsIpi,백강잠 白歹畫裳,백강잠,白歹畫裳,Batryticatus Bombyx,평간식풍약,평간식풍약,운곡본초학,하,1144,1146,395,398,SOURCE_INGESTED,true,[],2026-09-10,7342,2026-09-09T22:28:07.586Z,2026-09-09T22:28:07.586Z,TRUE,V2,핵심주의_INDEX;평간식풍약,
1iLNIP34UB7rDITq1mNckKXM6DJLpdOa5,백개자 白芥子,백개자,白芥子,Brassicae Semen,화담지해평천약,온화한담약,운곡본초학,하,1031,1033,282,285,SOURCE_INGESTED,true,[],2026-09-10,7848,2026-09-09T22:28:16.232Z,2026-09-09T22:28:16.232Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,
1nT_evgaO8ABtsIw6rnYaWnM43adg84B_,백과 白果,백과,白果,Ginkgonis Semen,화담지해평천약,지해평천약,운곡본초학,하,1097,1102,348,354,SOURCE_INGESTED,true,[],2026-09-10,10327,2026-09-09T22:28:23.892Z,2026-09-09T22:28:23.892Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,"SNIPPET_TRUNCATED: body text cut (8016 of 10327 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1fGJrSH7kw0ua4MpPZymsohwoK32lr7bJ,백급 白 S,백급,白 S,Bletillae Rhizoma,지혈약,수렴지혈약,운곡본초학,하,896,898,147,150,SOURCE_INGESTED,true,[],2026-09-10,7974,2026-09-09T22:29:55.250Z,2026-09-09T22:29:55.250Z,TRUE,V2,핵심주의_INDEX;지혈약,
1jV4IqVrS037NGGZ8YlaZ5zFfnghJ-pHS,백모근 白茅根,백모근,白茅根,Imperatae Rhizoma,지혈약,량혈지혈약,운곡본초학,하,917,918,168,170,SOURCE_INGESTED,true,[],2026-09-10,6260,2026-09-09T22:30:04.339Z,2026-09-09T22:30:04.339Z,TRUE,V2,핵심주의_INDEX;지혈약,
1m0aMGz-6-vMI8ZNCCiBnzoB1S0FuSlfa,백반 白攀,백반,白攀,Alumen,수삽약,삽정·축뇨·지대약,운곡본초학,하,1419,1424,670,676,SOURCE_INGESTED,true,[],2026-09-10,10301,2026-09-09T22:30:12.331Z,2026-09-09T22:30:12.331Z,TRUE,V2,핵심주의_INDEX;수삽약,"SNIPPET_TRUNCATED: body text cut (8554 of 10301 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1QxVr4kt4Ls3UxXbmAEBloSfj1HBxu9nv,백부근 白部根,백부근,白部根,Stemonae Radix,화담지해평천약,지해평천약,운곡본초학,하,1080,1082,331,334,SOURCE_INGESTED,true,[],2026-09-10,6756,2026-09-09T22:30:20.975Z,2026-09-09T22:30:20.975Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,
1WtUpL1s9Gz3Dnk10_VGh1PS62Hwe7-qa,백부자 白附子,백부자,白附子,Aconiti Koreani Tuber,화담지해평천약,온화한담약,운곡본초학,하,1028,1030,279,282,SOURCE_INGESTED,true,"[""PROCESSING_DEPENDENT"", ""ACONITUM_RELATED_RISK""]",2026-09-10,9915,2026-09-09T22:30:28.614Z,2026-09-09T22:30:28.614Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,"SNIPPET_TRUNCATED: body text cut (8980 of 9915 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1ikM7Ve0OKh7h1SYap5aiEwpzvc8L_KPf,백자인 柏子仁,백자인,柏子仁,Thujae Semen,안신약/양심안신약,,운곡본초학,하,1119,1120,,,SSOT,,,2026-09-10,1241,2026-09-09T21:06:07.700Z,2026-09-09T21:06:07.700Z,TRUE,V2,산조인,
1Zo2mZaa8miSd15wBRFcEjnqP-3dBZ7wL,백작약 白芍藥,백작약,白芍藥,Paeoniae Radix Alba,보익약/보혈약,,운곡본초학,하,1312,1314,,,PARTIAL,true,,2026-09-10,1506,2026-09-09T20:56:43.314Z,2026-09-09T20:56:43.314Z,TRUE,V2,감초;당귀,
1KvjAjKhyVdJf5pJ7gzwj6xiPAeWXW162,백전 白前,백전,白前,Cynanchi Stauntonii Rhizoma et Radix,화담지해평천약,온화한담약,운곡본초학,하,1039,1041,290,293,SOURCE_INGESTED,true,[],2026-09-10,7759,2026-09-09T22:30:36.777Z,2026-09-09T22:30:36.777Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,
14DjaXG4l9xz-FmN3c_FCVxTsmxNeP6tp,백출 白朮,백출,白朮,Atractylodis Rhizoma Alba,보익약/보기약,,운곡본초학,하,1212,1214,,,PARTIAL,true,,2026-09-10,1438,2026-09-09T20:55:57.271Z,2026-09-09T20:55:57.271Z,TRUE,V2,감초,
1xC-9NFkeSgRUYoDlq6OXLcyzmX4Eqg56,백편두 白扁豆,백편두,白扁豆,Dolichoris Semen,보익약,보기약,운곡본초학,하,1217,1218,468,470,SOURCE_INGESTED,true,[],2026-09-10,5598,2026-09-09T22:30:44.788Z,2026-09-09T22:30:44.788Z,TRUE,V2,핵심주의_INDEX;보익약,
1o7vdnIeRJmsqqLkfFb3R6_uguXroa8Cl,백합 百合,백합,百合,Lilii Bulbus,보익약,보음약,운곡본초학,하,1344,1345,595,597,SOURCE_INGESTED,true,[],2026-09-10,6133,2026-09-09T22:30:52.855Z,2026-09-09T22:30:52.855Z,TRUE,V2,핵심주의_INDEX;보익약,
1yHyRuJ3Ck8f7Um_qpaS83ed91Dvegl_0,별갑 驚甲,별갑,驚甲,Amydae Carapax,보익약,보음약,운곡본초학,하,1358,1360,609,612,SOURCE_INGESTED,true,"[""WILDLIFE_SOURCE_REVIEW""]",2026-09-10,7440,2026-09-09T22:31:00.958Z,2026-09-09T22:31:00.958Z,TRUE,V2,핵심주의_INDEX;보익약,
1hwiAjQcIr9tCGlEfgt_KJI5Ifd2QZX1I,보골지 補骨脂,보골지,補骨脂,Psoraleae Semen,보익약/보양약,,운곡본초학,하,1262,1264,,,SSOT,,,2026-09-10,1514,2026-09-09T21:10:45.561Z,2026-09-09T21:10:45.561Z,TRUE,V2,익지인;간기능-HILI-한약안전성,
1TftVOJeGYTfu6eAN6uGoTm3VCLynnnjN,복분자 覆盆子,복분자,覆盆子,,수삽약/삽정축뇨지대약,,운곡본초학,하,1413,,,,SSOT,,,2026-09-10,1199,2026-09-09T21:11:13.448Z,2026-09-09T21:11:13.448Z,TRUE,V2,상표초;익지인;산수유,
1FAz6GeVbwnipXLqv8hwSdK06VcptQAos,봉밀 蜂蜜,봉밀,蜂蜜,Mel,보익약,보기약,운곡본초학,하,1226,1230,477,482,SOURCE_INGESTED,true,[],2026-09-10,12785,2026-09-09T22:31:08.995Z,2026-09-09T22:31:08.995Z,TRUE,V2,핵심주의_INDEX;보익약,"SNIPPET_TRUNCATED: body text cut (9733 of 12785 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1Nv1gad5e3nVRNQsoMiMWw5b7oZ-pKD-b,봉출 蓬求,봉출,蓬求,Curcumae Rhizoma,활혈거어약,,운곡본초학,하,957,958,208,210,SOURCE_INGESTED,true,[],2026-09-10,8008,2026-09-09T22:31:17.658Z,2026-09-09T22:31:17.658Z,TRUE,V2,핵심주의_INDEX;활혈거어약,
1OfpVYQYCHgzHqORnkLfC-prnwnLwtXDA,부소맥 浮小麥,부소맥,浮小麥,Tritici Fructus Levis,수삽약,지한약,운곡본초학,하,1369,1370,620,622,SOURCE_INGESTED,true,[],2026-09-10,4777,2026-09-09T22:31:25.885Z,2026-09-09T22:31:25.885Z,TRUE,V2,핵심주의_INDEX;수삽약,
1wk6ffueI2wu6KP9lmZptD5Xqi_BCiNv5,붕사 棚砂,붕사,棚砂,Borax,외용약,외용약,운곡본초학,하,1452,1454,703,706,SOURCE_INGESTED,true,[],2026-09-10,6774,2026-09-09T22:31:34.117Z,2026-09-09T22:31:34.117Z,TRUE,V2,핵심주의_INDEX;외용약,
1AAHLX09poQvJ1ax-n7aYkqTDCG78S2mi,비석 础石,비석,础石,Arsenicum Sublimatum,외용약,광물·독성 외용/내복 주의,운곡본초학,하,1439,1441,690,693,SOURCE_INGESTED,true,"[""ARSENIC"", ""HIGH_RISK""]",2026-09-10,7850,2026-09-09T22:31:42.157Z,2026-09-09T22:31:42.157Z,TRUE,V2,핵심주의_INDEX;외용약,
1IKG8RqBRiw8lr78W5XywGBXWg3zPJi7C,비자 極子,비자,極子,Torreyae Semen,구충약,,운곡본초학,하,883,885,134,137,SOURCE_INGESTED,true,[],2026-09-10,5806,2026-09-09T22:31:50.051Z,2026-09-09T22:31:50.051Z,TRUE,V2,핵심주의_INDEX;구충약,
1wbX5cVhr6kAkytk6wYHrByg7L5dbXtye,비파엽 批把葉,비파엽,批把葉,Eriobotryae Folium,화담지해평천약,청화열담약,운곡본초학,하,1073,1074,324,326,SOURCE_INGESTED,true,[],2026-09-10,5766,2026-09-09T22:31:58.277Z,2026-09-09T22:31:58.277Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,
1ETS1suZ8PtUEZzfUTm2IvClribUWj0zc,빈랑 濱挪,빈랑,濱挪,Arecae Semen,구충약,,운곡본초학,하,877,879,128,131,SOURCE_INGESTED,true,[],2026-09-10,6649,2026-09-09T22:32:06.309Z,2026-09-09T22:32:06.309Z,TRUE,V2,핵심주의_INDEX;구충약,
122eC1_dSP73Eke7DI58PWWh4qPUdF5hq,빙편 冰片,빙편,冰片,Borneolum Syntheticum,개규약,,운곡본초학,하,1176,1177,427,429,SOURCE_INGESTED,true,[],2026-09-10,6333,2026-09-09T22:32:13.971Z,2026-09-09T22:32:13.971Z,TRUE,V2,핵심주의_INDEX;개규약,
1UNi_eamW4IUnB0s9e-XiBpViPWoQcIqQ,사군자 使君子,사군자,使君子,Quisqualis Fructus,구충약,,운곡본초학,하,873,875,124,127,SOURCE_INGESTED,true,[],2026-09-10,7185,2026-09-09T22:32:22.453Z,2026-09-09T22:32:22.453Z,TRUE,V2,핵심주의_INDEX;구충약,
1lyGl4VMYE8Qa-z6dHZpHjlVe_vZBgmNT,사삼 沙参,사삼,沙参,Adenophorae Radix,보익약,보음약,운곡본초학,하,1325,1328,576,580,SOURCE_INGESTED,true,[],2026-09-10,11469,2026-09-09T22:32:31.020Z,2026-09-09T22:32:31.020Z,TRUE,V2,핵심주의_INDEX;보익약,"SNIPPET_TRUNCATED: body text cut (9152 of 11469 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1yKMvZyJSyQeYx_KkITXBjcFAVILUrF5x,사상자 蛇床子,사상자,蛇床子,Cnidii Fructus,보익약,보양약,운곡본초학,하,1299,1302,550,554,SOURCE_INGESTED,true,[],2026-09-10,9369,2026-09-09T22:32:52.523Z,2026-09-09T22:32:52.523Z,TRUE,V2,핵심주의_INDEX;보익약,"SNIPPET_TRUNCATED: body text cut (9297 of 9369 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1kHp_eUPwC3PfX0KeP8GZZ42B8Z3lE4Mg,사원질려 沙苑漠黎,사원질려,沙苑漠黎,Astragali Complanati Semen,보익약,보양약,운곡본초학,하,1286,1287,537,539,SOURCE_INGESTED,true,[],2026-09-10,6753,2026-09-09T22:33:00.864Z,2026-09-09T22:33:00.864Z,TRUE,V2,핵심주의_INDEX;보익약,
1WVIbqLM1iLqAOSu76teOVGJkcMziDZzn,사향 赛香,사향,赛香,Moschus,개규약,,운곡본초학,하,1171,1175,422,427,SOURCE_INGESTED,true,"[""WILDLIFE_REGULATORY_REVIEW""]",2026-09-10,15605,2026-09-09T22:33:09.139Z,2026-09-09T22:33:09.139Z,TRUE,V2,핵심주의_INDEX;개규약,"SNIPPET_TRUNCATED: body text cut (9413 of 15605 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1lW9ApYgUbHAJniyDkFn9Axu0Ic50rwq2,산사 山査,산사,山査,Crataegi Fructus,소식약,,운곡본초학,하,857,859,,,SSOT,,,2026-09-10,1442,2026-09-09T21:05:26.270Z,2026-09-09T21:05:26.270Z,TRUE,V2,신곡;맥아,
1W-SN5TcUlyquzxN0svC1pHs6F6OAHmeS,산수유 山茱萸,산수유,山茱萸,Corni Fructus,수삽약/삽정축뇨지대약,,운곡본초학,하,1406,1408,,,SSOT,,,2026-09-10,1558,2026-09-09T21:11:06.741Z,2026-09-09T21:11:06.741Z,TRUE,V2,BPH-야간뇨-배뇨곤란-SSOT,
1hw2PJa9fa6wzTrHtCHwMTSpztiCJSSj3,산약 山藥,산약,山藥,Dioscoreae Rhizoma,보익약,보기약,운곡본초학,하,1215,1216,466,468,SOURCE_INGESTED,true,[],2026-09-10,7444,2026-09-09T22:33:16.845Z,2026-09-09T22:33:16.845Z,TRUE,V2,핵심주의_INDEX;보익약,
1tqHM_gYUCH3NZQ4-yWF31I9IChZG8IEP,산조인 酸棗仁,산조인,酸棗仁,Zizyphi Spinosae Semen,안신약/양심안신약,,운곡본초학,하,1115,1118,,,SSOT,false,,2026-09-10,1755,2026-09-09T20:56:03.725Z,2026-09-09T20:56:03.725Z,TRUE,V2,원지,
1vOpXjcWOwBin3X2quTdOB0IyPCdnCxXB,삼릉 三棱,삼릉,三棱,Sparganii Rhizoma,활혈거어약,,운곡본초학,하,959,962,210,214,SOURCE_INGESTED,true,[],2026-09-10,9588,2026-09-09T22:33:24.734Z,2026-09-09T22:33:24.734Z,TRUE,V2,핵심주의_INDEX;활혈거어약,"SNIPPET_TRUNCATED: body text cut (9435 of 9588 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1bAlcBrpwBJYs6f9QqSAhIhBujQ6hT46w,삼칠근 三七根,삼칠근,三七根,Notoginseng Radix et Rhizoma,지혈약,화어지혈약,운곡본초학,하,922,924,173,176,SOURCE_INGESTED,true,[],2026-09-10,9845,2026-09-09T22:33:33.048Z,2026-09-09T22:33:33.048Z,TRUE,V2,핵심주의_INDEX;지혈약,"SNIPPET_TRUNCATED: body text cut (9374 of 9845 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1k3h538KTjk4cCtwVAMKBH1KeqW2rLMjk,상백피 桑白皮,상백피,桑白皮,Mori Radicis Cortex,화담지해평천약,지해평천약,운곡본초학,하,1090,1091,341,343,SOURCE_INGESTED,true,[],2026-09-10,4706,2026-09-09T22:33:40.806Z,2026-09-09T22:33:40.806Z,TRUE,V2,핵심주의_INDEX;화담지해평천약,
1UPDqQnMagTWNjO5acyKV3VAGUqj5C9yc,상산 常山,상산,常山,Dichroae Radix,용토약,,운곡본초학,하,1427,1429,678,681,SOURCE_INGESTED,true,"[""TOXICITY_REVIEW_REQUIRED"", ""EMETIC""]",2026-09-10,8973,2026-09-09T22:33:48.657Z,2026-09-09T22:33:48.657Z,TRUE,V2,핵심주의_INDEX;용토약,
1KZGppfFiHIQ12xDsiQBolAWPGZjErCt2,상심자 桑搭子,상심자,桑搭子,Mori Fructus,보익약,보음약,운곡본초학,하,1349,1350,600,602,SOURCE_INGESTED,true,[],2026-09-10,5311,2026-09-09T22:33:56.769Z,2026-09-09T22:33:56.769Z,TRUE,V2,핵심주의_INDEX;보익약,
1cIoSxBbupk_2tm2MW1hyxmtOgVUx9Sbs,상표초 桑螵蛸,상표초,桑螵蛸,,수삽약/삽정축뇨지대약,,운곡본초학,하,1411,,,,SSOT,,,2026-09-10,1269,2026-09-09T21:11:20.512Z,2026-09-09T21:11:20.512Z,TRUE,V2,복분자;익지인;산수유;토사자;BPH-야간뇨-배뇨곤란-SSOT,
1wloenbRYG6LM8K4lcPEkj4QmcvjBm_cz,석결명 石決明,석결명,石決明,Haliotidis Concha,평간식풍약,평간잠양약,운곡본초학,하,1157,1159,408,411,SOURCE_INGESTED,true,[],2026-09-10,7416,2026-09-09T22:34:04.485Z,2026-09-09T22:34:04.485Z,TRUE,V2,핵심주의_INDEX;평간식풍약,
1KgsYfCkdqDJmyBMRvT2IymQXqSCZrIzW,석곡 石解,석곡,石解,Dendrobii Herba,보익약,보음약,운곡본초학,하,1335,1337,586,589,SOURCE_INGESTED,true,[],2026-09-10,10561,2026-09-09T22:34:12.486Z,2026-09-09T22:34:12.486Z,TRUE,V2,핵심주의_INDEX;보익약,"SNIPPET_TRUNCATED: body text cut (8754 of 10561 bytes shown); frontmatter block complete, wikilink list may be incomplete"
1DFweBGvICQ_U2bTt_Ii1qDhhEKbuTrBK,석류피 石溜皮,석류피,石溜皮,Granati Pericarpium,수삽약,지사·수렴약,운곡본초학,하,1390,1391,641,643,SOURCE_INGESTED,true,[],2026-09-10,5931,2026-09-09T22:34:20.470Z,2026-09-09T22:34:20.470Z,TRUE,V2,핵심주의_INDEX;수삽약,
1hT3QuF9UhqMRkpxkO_b-ACWe18VaOwFf,석창포 石葛蒲,석창포,石葛蒲,Acori Graminei Rhizoma,개규약,,운곡본초학,하,1178,1180,429,432,SOURCE_INGESTED,true,[],2026-09-10,8862,2026-09-09T22:34:28.538Z,2026-09-09T22:34:28.538Z,TRUE,V2,핵심주의_INDEX;개규약,
130NgrJqFtfHGast8Jj6ffDFEFdovpsSq,숙지황 熟地黃,숙지황,熟地黃,Rehmanniae Radix Preparata,보익약/보혈약,,운곡본초학,하,1309,1311,,,PARTIAL,true,,2026-09-10,1629,2026-09-09T20:56:30.204Z,2026-09-09T20:56:30.204Z,TRUE,V2,,
1F0Yp00HWHNs9GLYZPT_AfPRgvHV21yqP,신곡 神麴,신곡,神麴,Massa Medicata Fermentata,소식약,,운곡본초학,하,859,861,,,SSOT,,,2026-09-10,1283,2026-09-09T21:05:33.596Z,2026-09-09T21:05:33.596Z,TRUE,V2,산사;맥아,
1LbzscA-ECuzZe_Qe_QSIWc9fUWMhQQF3,아교 阿膠,아교,阿膠,Asini Corii Colla,보익약/보혈약,,운곡본초학,하,1319,1321,,,SSOT,,,2026-09-10,1537,2026-09-09T21:06:14.226Z,2026-09-09T21:06:14.226Z,TRUE,V2,숙지황,
1NI4TyprFJ0SNanPu-RQGJ9ts9rLYLQ3R,애엽 艾葉,애엽,艾葉,Artemisiae Argyi Folium,지혈약/온경지혈약,,운곡본초학,하,930,933,181,,SSOT,false,,2026-09-10,2157,2026-09-09T13:48:20.206Z,2026-09-09T20:59:35.859Z,TRUE,V2,당귀,key variant: source_pdf_page_start
19CmNlM_gTLV3s5NHv7q1k05Vx82twGf3,오미자 五味子,오미자,五味子,Schisandrae Fructus,수삽약/삽정축뇨지대약,,운곡본초학,하,1397,,,,PARTIAL,,,2026-09-10,1430,2026-09-09T21:11:27.248Z,2026-09-09T21:11:27.248Z,TRUE,V2,,
1z9fSQamFf6le5InGU6z3goUr6_xW4Diw,오약 烏藥,오약,烏藥,Linderae Radix,이기약,,운곡본초학,하,826,827,,,SSOT,,,2026-09-10,1397,2026-09-09T21:05:17.229Z,2026-09-09T21:05:17.229Z,TRUE,V2,향부자;목향,
105FxHOVJtVqicQD0xgxAByv6xsGt-r4I,우슬 牛膝,우슬,牛膝,Achyranthis Radix,활혈거어약,,운곡본초학,하,979,982,,,SSOT,false,,2026-09-10,1658,2026-09-09T20:56:17.092Z,2026-09-09T20:56:17.092Z,TRUE,V2,,
1IH4qsvie9FC_652iPmUPVwwMZGkpVP4Y,원지 遠志,원지,遠志,Polygalae Radix,안신약,,운곡본초학,하,1121,1123,,,SSOT,false,,2026-09-10,1613,2026-09-09T20:56:10.515Z,2026-09-09T20:56:10.515Z,TRUE,V2,산조인,
1XFY-lEBkbBFxT-dDlU6zuTsV6sRDmjBz,익지인 益智仁,익지인,益智仁,Alpiniae Oxyphyllae Fructus,보익약/보양약,,운곡본초학,하,1267,1269,,,SSOT,,,2026-09-10,1533,2026-09-09T21:10:38.446Z,2026-09-09T21:10:38.446Z,TRUE,V2,보골지;오약;산약,
14MVSHeVK7OZl1tyKfOGW8aeaeTO-x_pN,인삼 人蔘,인삼,人蔘,Ginseng Radix,보익약/보기약,,운곡본초학,하,1194,1204,,,PARTIAL,true,,2026-09-10,1689,2026-09-09T20:55:50.495Z,2026-09-09T20:55:50.495Z,TRUE,V2,,
1XfhxiliFZHh7vU-SlaNqiFLZsJLMnLC2,진피 陳皮,진피,陳皮,Citri Unshius Pericarpium,이기약,,운곡본초학,하,809,811,,,PARTIAL,,,2026-09-10,1462,2026-09-09T21:05:03.904Z,2026-09-09T21:05:03.904Z,TRUE,V2,청피;지실,
1E4QA2J65adqXiTLeJ4eUnjB6JDJxIPN1,천궁 川芎,천궁,川芎,Cnidii Rhizoma,활혈거어약,,운곡본초학,하,937,940,,,PARTIAL,,,2026-09-10,1350,2026-09-09T21:05:47.065Z,2026-09-09T21:05:47.065Z,TRUE,V2,단삼,
1RelGvlIsN49JuwH9SilCnzGnW2AowHiY,토사자 菟絲子,토사자,菟絲子,Cuscutae Semen,보익약/보양약,,운곡본초학,하,1282,,,,PARTIAL,,,2026-09-10,1335,2026-09-09T21:10:59.581Z,2026-09-09T21:10:59.581Z,TRUE,V2,우슬;두충;익지인;복분자,
1cRz5Z0dpn2vnaj6VmMBj6N2GWZmCMk3I,향부자 香附子,향부자,香附子,Cyperi Rhizoma,이기약,,운곡본초학,하,823,826,,,SSOT,false,,2026-09-10,1566,2026-09-09T20:55:30.890Z,2026-09-09T20:55:30.890Z,TRUE,V2,당귀;애엽,
1cuQ9-4Xlz2nDuNns54iGwGkgapU1ops1,현호색 玄胡索,현호색,玄胡索,Corydalis Tuber,활혈거어약,,운곡본초학,하,947,949,,,PARTIAL,,,2026-09-10,1245,2026-09-09T21:05:54.451Z,2026-09-09T21:05:54.451Z,TRUE,V2,천궁;단삼;향부자,
1xCpFlVjxFrWs7d2G_rANZjmeph_QF8m1,황기 黃芪,황기,黃芪,Astragali Radix,보익약/보기약,,운곡본초학,하,1208,1211,,,PARTIAL,true,,2026-09-10,1562,2026-09-09T20:55:44.281Z,2026-09-09T20:55:44.281Z,TRUE,V2,당귀,
